HF,UHF,MP2,UMP2,MP3,UMP3,MP4,UMP4,CISD,UCISD,CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),QCISD,UQCISD,QCISD(T),UQCISD(T),CASSCF(4/8)_ORCA,CASPT2,SC-NEVPT2,FIC-NEVPT2,MRCI_ORCA,CASSCF(4/10),MRCI,MRCI+Q Davidson,MRCI+Q Davidson relaxed,MRCI+Q Pople,MRCI+Q Pople relaxed,ACPF,AQCC,CASSCF(8/10)
-29.145738631828923,-29.146360058592112,-29.21311288785952,-29.206089684488607,-29.23109122629305,-29.222439846738176,-29.23946428472484,-29.231120682976663,-29.238991146026997,-29.236207260135252,-29.246256270076152,-29.237960937731224,-29.247299233,-29.24729121,-29.247792386433087,-29.247791187865097,-29.247297296,-29.247288638,-29.24778391963348,-29.247799899679546,-29.23289939016305,-29.246218349248,-29.24532569304,-29.245333169225,-29.247421346819,-29.232900750261,-29.237175448646,-29.23719496,-29.23719317,-29.2371852,-29.23718431,-29.237184313931,-29.237178394356,-29.232928351647
-29.14573964863544,-29.14636070411552,-29.21310146924377,-29.20608001381876,-29.23107847547912,-29.22242894090614,-29.23945196238424,-29.231109804297528,-29.23898243458304,-29.2361991907734,-29.246246963928776,-29.237952993219032,-29.247290424,-29.247282475,-29.247781933035977,-29.247780798057267,-29.247288584,-29.247280108,-29.247773531978655,-29.247789587764537,-29.2328991136077,-29.246208827845,-29.245317136157,-29.245324363375,-29.247418242592,-29.232899991841,-29.237170990032,-29.23719046,-29.23718867,-29.23718072,-29.23717983,-29.237179835137,-29.23717392905,-29.232927618429
-29.1457405505192,-29.146361281455302,-29.21309047933992,-29.206070562791766,-29.23106621670997,-29.222418279115967,-29.239440109647372,-29.23109916627398,-29.23897401634858,-29.23619132754982,-29.246237954087228,-29.237945119886064,-29.247281885,-29.247274001,-29.247771847782946,-29.24777077235124,-29.247280137,-29.247271819,-29.247763509026424,-29.247779632081688,-29.232900055503578,-29.246199838923,-29.245307197615,-29.245314340294,-29.247405942885,-29.232899228084,-29.2371667464,-29.23718617,-29.23718439,-29.23717646,-29.23717557,-29.237175572538,-29.237169679128,-29.232926867385
-29.14574135006342,-29.14636179792844,-29.213079910696543,-29.206061346298124,-29.231054439950302,-29.222407878975208,-29.239428717618726,-29.231088786868312,-29.23896589092828,-29.236183680251514,-29.2462292427686,-29.23793734659509,-29.24727362,-29.247265792,-29.247762127544327,-29.24776110802162,-29.247271959,-29.247263778,-29.24775384787362,-29.24777003063881,-29.232897805754337,-29.246191293376,-29.245299943415,-29.245307790385,-29.247397215733,-29.23289846487,-29.237162705587,-29.23718209,-29.23718031,-29.2371724,-29.23717151,-29.23717151385,-29.237165632388,-29.232926105313
-29.14574205853484,-29.14636226009718,-29.21306975562556,-29.206052376962372,-29.23104313495517,-29.2223977553492,-29.239417777131905,-29.23107868125498,-29.238958057177488,-29.236176256316504,-29.246220831129605,-29.237929698621432,-29.247265631,-29.24725785,-29.24775276867976,-29.247751801652203,-29.247264053,-29.24725599,-29.2477445449994,-29.24776078051196,-29.23289776000978,-29.246183478958,-29.245292158132,-29.24529959078,-29.247389658664,-29.232897706588,-29.237158858841,-29.2371782,-29.23717643,-29.23716853,-29.23716764,-29.23716765028,-29.237161780052,-29.232925338287
-29.14574268600296,-29.146362673837057,-29.213060006123246,-29.206043664806398,-29.231032291292642,-29.222387920016416,-29.23940727877961,-29.231068861487472,-29.2389505132213,-29.236169061669756,-29.246212719319114,-29.237922197372264,-29.247257919,-29.247250179,-29.247743766891578,-29.24774284926844,-29.24725642,-29.247248459,-29.247735596271554,-29.247751878188527,-29.23289841632284,-29.246175946209,-29.245283140646,-29.245289990084,-29.247388004171,-29.232896957071,-29.237155198033,-29.23717451,-29.23717274,-29.23716485,-29.23716397,-29.237163973544,-29.237158113973,-29.232924572141
-29.145743241468367,-29.14636304439517,-29.21305065407084,-29.206035217924246,-29.231021898509074,-29.22237838246432,-29.23939721307313,-29.231059337291864,-29.238943256729783,-29.236162101696685,-29.246204906761665,-29.237914861296172,-29.247250485,-29.24724278,-29.24773511756837,-29.24773424645379,-29.247249061,-29.247241186,-29.24772699720233,-29.247743319640023,-29.232897115343757,-29.246168060698,-29.245277064141,-29.245283683416,-29.247372553755,-29.232896218898,-29.23715171463,-29.23717099,-29.23716922,-29.23716135,-29.23716047,-29.237160475147,-29.237154625598,-29.232923811228
-29.14574373295812,-29.146363376457114,-29.213041691062408,-29.206027042450444,-29.231011945975304,-29.222369149900544,-29.239387570308352,-29.231050116086983,-29.2389362847032,-29.23615537808172,-29.24619739198259,-29.237907705867052,-29.247243328,-29.247235653,-29.247726815469225,-29.247725988237207,-29.247241975,-29.247234174,-29.247718742730616,-29.24773510036879,-29.232895077942047,-29.246161678531,-29.245271217786,-29.24527767277,-29.247355194095,-29.232895495482,-29.237148401193,-29.23716764,-29.23716588,-29.23715802,-29.23715714,-29.237157147556,-29.237151307467,-29.232923059343
-29.14574416763101,-29.146363674198355,-29.213033108629983,-29.20601914293672,-29.23100242298697,-29.22236022754474,-29.239378340652618,-29.231041203275517,-29.238929593742046,-29.236148893951214,-29.24619017288552,-29.237900744034008,-29.247236448,-29.247228798,-29.247718855094057,-29.24771806925683,-29.247235161,-29.247227423,-29.2477108274761,-29.247727215148394,-29.23289298210137,-29.246152932381,-29.245265345677,-29.245272170292,-29.24732937662,-29.232894788008,-29.237145249815,-29.23716446,-29.2371627,-29.23715486,-29.23715398,-29.237153982819,-29.237148151659,-29.232922319036
-29.14574455185757,-29.146363941340866,-29.21302489786793,-29.20601152216029,-29.2309933185764,-29.22235161865471,-29.239369513976506,-29.23103260228605,-29.238923179767593,-29.23614265008929,-29.24618324649487,-29.237893986241367,-29.247229842,-29.247222213,-29.247711230377327,-29.24771048360463,-29.247228619,-29.247220932,-29.24770324545548,-29.247719658590576,-29.23289214803031,-29.24614615635,-29.245259154643,-29.245265784044,-29.247333496799,-29.232894098299,-29.237142252966,-29.23716144,-29.23715968,-29.23715184,-29.23715097,-29.237150973353,-29.237145150626,-29.232921593694
-29.145744891311946,-29.1463641811952,-29.213017049908235,-29.20600418166755,-29.230984621807888,-29.222343324984124,-29.239361080133847,-29.231024315015524,-29.23891703840425,-29.236136646108783,-29.24617660934472,-29.23788744092007,-29.247223508,-29.247215897,-29.247703934918537,-29.24770322508944,-29.247222345,-29.2472147,-29.247695990439112,-29.247712424837808,-29.232892193522694,-29.246140056363,-29.245251941197,-29.245259243385,-29.247309776023,-29.232893427939,-29.237139403779,-29.23715856,-29.23715681,-29.23714898,-29.23714811,-29.237148112247,-29.237142297486,-29.232920884476
-29.14574519103993,-29.146364396707412,-29.21300955549489,-29.20599712153964,-29.230976321513168,-29.2223353466632,-29.239353028709896,-29.23101634173208,-29.238911164716463,-29.23613088126173,-29.246170257231807,-29.237881114426933,-29.247217443,-29.247209846,-29.24769696190829,-29.247696287028475,-29.247216337,-29.247208726,-29.24768905568788,-29.24770550758848,-29.232891638023307,-29.246134005031,-29.245246294683,-29.245253277871,-29.247317374354,-29.232892777391,-29.237136694881,-29.23715583,-29.23715408,-29.23714626,-29.23714539,-29.237145392085,-29.237139584853,-29.232920193186
-29.145745455520416,-29.14636459049672,-29.213002405278075,-29.20599034074385,-29.23096840638527,-29.22232768242724,-29.23934534911709,-29.23100868128701,-29.238905553387365,-29.23612535344184,-29.24616418541931,-29.23787501133732,-29.247211642,-29.247204057,-29.247690304116656,-29.24768966234025,-29.24721059,-29.247203006,-29.247682434133225,-29.247698900081303,-29.232890981994775,-29.246128164579,-29.245240923659,-29.245247642151,-29.24731812081,-29.232892147551,-29.237134119827,-29.23715323,-29.23715148,-29.23714367,-29.2371428,-29.237142806383,-29.237137006269,-29.232919521389
-29.145745688735925,-29.146364764895072,-29.212995589957,-29.205983837369608,-29.230960865258066,-29.22232032998517,-29.239338030881367,-29.231001331498103,-29.238900198977223,-29.236120060444087,-29.246158388904743,-29.23786913482418,-29.247206102,-29.247198527,-29.24768395431589,-29.24768334396783,-29.247205101,-29.247197537,-29.2476761186316,-29.24769259558885,-29.23289096314237,-29.246123087824,-29.245233919104,-29.245241781161,-29.247324704483,-29.232891538521,-29.237131671914,-29.23715076,-29.23714901,-29.23714121,-29.23714034,-29.237140348404,-29.237134555017,-29.232918869531
-29.145745894217697,-29.146364921972143,-29.21298909970104,-29.205977608223044,-29.230953686565815,-29.22231328569324,-29.239331063096216,-29.230994288827404,-29.238895095362892,-29.236114998747183,-29.24615286185992,-29.237863486325686,-29.247200818,-29.24719325,-29.247677904589487,-29.24767732406441,-29.247199865,-29.247192315,-29.247670101376652,-29.247686586597016,-29.23288692057708,-29.246116021587,-29.245229578007,-29.245238256369,-29.247312763125,-29.232890950909,-29.237129345406,-29.23714841,-29.23714667,-29.23713888,-29.23713801,-29.237138012375,-29.237132225353,-29.232918238494
-29.145746075099527,-29.146365063572617,-29.212982924745695,-29.205971649358688,-29.23094685882561,-29.22230654500005,-29.23932443491475,-29.230987548816728,-29.23889023626692,-29.23611016446953,-29.246147598187125,-29.23785806602765,-29.247195784,-29.247188222,-29.24767214689848,-29.247671594693028,-29.247194876,-29.247187337,-29.247664374448792,-29.2476808654526,-29.232885918594345,-29.246110702809,-29.245224957297,-29.245233471136,-29.247321054477,-29.232890384666,-29.23712713406,-29.23714618,-29.23714444,-29.23713666,-29.23713579,-29.237135792013,-29.237130011017,-29.232917628369
-29.145746234160224,-29.146365191336887,-29.212977055183128,-29.20596595612448,-29.2309403704632,-29.22230010254811,-29.239318135366272,-29.23098110619619,-29.238885615146287,-29.236105553086794,-29.246142591401455,-29.237852873064195,-29.247190994,-29.247183437,-29.24766667300024,-29.247666147686488,-29.247190129,-29.247182596,-29.247658929684516,-29.24767542432099,-29.232888650074397,-29.246107454078,-29.245217944868,-29.245227569441,-29.247322608641,-29.232889839043,-29.237125031667,-29.23714405,-29.23714232,-29.23713454,-29.23713368,-29.237133681085,-29.237127905793,-29.232917039750
-29.1457463738622,-29.146365306721943,-29.212971480998036,-29.205960523120517,-29.23093420983472,-29.222293952137647,-29.239312153374208,-29.230974954851987,-29.23888122514957,-29.236101159674455,-29.246137834599477,-29.23784790542594,-29.247186442,-29.247178889,-29.247661474359,-29.24766097462482,-29.247185619,-29.247178087,-29.247653758620448,-29.247670255050217,-29.232886676828755,-29.246101933294,-29.245214772931,-29.245223810685,-29.247315395272,-29.232889314516,-29.237123033436,-29.23714204,-29.2371403,-29.23713254,-29.23713167,-29.237131674772,-29.237125904882,-29.232916472582
-29.145746496387154,-29.14636572851264,-29.212966192048416,-29.205951623518125,-29.23092836528197,-29.222282628085587,-29.23930647784204,-29.23096296138885,-29.238877059254143,-29.236223361327216,-29.246133320631888,-29.237837002556148,-29.247182123,-29.247174406,-29.247656542290777,-29.247656120105606,-29.247181338,-29.247173487,-29.247648852671436,-29.24766518059693,-29.232886917261258,-29.24609804761,-29.245208449921,-29.245219316012,-29.247314064422,-29.232888810022,-29.237121133426,-29.23714012,-29.23713839,-29.23713063,-29.23712976,-29.237129767105,-29.237124002333,-29.232915926105
-29.145746603666232,-29.146365505400436,-29.212961178317897,-29.20595041336597,-29.23092282529755,-29.222282499525964,-29.239301097789376,-29.23096349839276,-29.23887311035014,-29.236093004869595,-29.24612904216802,-29.237838633701795,-29.247178028,-29.247170478,-29.24765186804344,-29.24765141585589,-29.24717728,-29.247169743,-29.24764420316353,-29.247660698542933,-29.232889060674335,-29.246094528016,-29.245200929595,-29.24521117319,-29.247309587592,-29.232888326137,-29.237119327592,-29.2371383,-29.23713657,-29.23712881,-29.23712795,-29.237127954014,-29.237122194092,-29.232915400789
-29.145746697411397,-29.146365590872424,-29.212956429566237,-29.205945723206625,-29.230917578197634,-29.222277182067387,-29.239296002037687,-29.2309581781696,-29.238869371043428,-29.236089231661705,-29.246124991501464,-29.23783432150634,-29.247174151,-29.247166602,-29.247647442599984,-29.24764701252608,-29.247173438,-29.247165895,-29.24763980117972,-29.24765629415118,-29.232888528054396,-29.246090704938,-29.24519754004,-29.245207375427,-29.247294441813,-29.232887861461,-29.237117610248,-29.23713657,-29.23713484,-29.23712709,-29.23712622,-29.237126229789,-29.237120474467,-29.232914895563
-29.145746779140637,-29.146365668355035,-29.212951935565417,-29.205941266574456,-29.230912612410368,-29.222272126272447,-29.239291179503788,-29.23095311914163,-29.238865833817957,-29.236085652895575,-29.246121160767103,-29.237830218570632,-29.247170485,-29.247162937,-29.247643256884263,-29.247642847917103,-29.247169805,-29.247162254,-29.247635637686596,-29.24765212728988,-29.23288224217472,-29.246084540657,-29.2452004481,-29.245209017854,-29.24731289668,-29.232887415739,-29.237115977092,-29.23713492,-29.23713319,-29.23712545,-29.23712458,-29.237124590109,-29.237118839147,-29.232914410998
-29.145746850195103,-29.14636573866787,-29.21294768620545,-29.205937035801263,-29.230907916506748,-29.222267323492776,-29.239286619220863,-29.23094831273144,-29.238862491146687,-29.23608226196841,-29.246117542032888,-29.23782631930782,-29.247167023,-29.247159474,-29.247639301791352,-29.247638912969546,-29.247166373,-29.247158814,-29.24763170365983,-29.247648189076557,-29.23288757260771,-29.246083507287,-29.245191406939,-29.245200462855,-29.247304561259,-29.232886988975,-29.23711442434,-29.23713335,-29.23713163,-29.23712389,-29.23712303,-29.237123031166,-29.237117284342,-29.232913945690
-29.14574691176247,-29.146365802376444,-29.212943671544167,-29.205932629082614,-29.230903479249005,-29.22226228634916,-29.239282310380624,-29.230943271772997,-29.23885933559162,-29.23607889508325,-29.24611412735293,-29.237822147767535,-29.247163756,-29.247156205,-29.247635568349345,-29.247635198411512,-29.247163136,-29.247155561,-29.247627990186068,-29.2476444671349,-29.23288704343762,-29.246080397979,-29.24518841974,-29.245197165452,-29.247311800725,-29.23288657979,-29.237112947064,-29.23713186,-29.23713014,-29.2371224,-29.23712154,-29.237121548014,-29.237115805117,-29.232913499378
-29.145746964897594,-29.146365860427537,-29.212939881279816,-29.205928833370148,-29.23089928916735,-29.222257971354576,-29.239278241943545,-29.230938952517526,-29.238856359272,-29.23607586245701,-29.246110908346292,-29.23781864585226,-29.247160677,-29.247153125,-29.247632047171287,-29.247631695573016,-29.247160085,-29.247152498,-29.247624487944194,-29.247640959553618,-29.232886575353398,-29.246077361003,-29.24518569191,-29.245194120391,-29.247296459976,-29.232886187927,-29.237111541679,-29.23713044,-29.23712872,-29.23712099,-29.23712013,-29.23712013705,-29.237114397882,-29.232913072062
-29.14574701053431,-29.146365913239794,-29.212936305861568,-29.205925240199026,-29.230895335494097,-29.222253883114558,-29.239274403527254,-29.230934859789127,-29.238853554886663,-29.236072997604747,-29.24610787714383,-29.23781532941442,-29.247157779,-29.247150225,-29.247628729503596,-29.24762839539328,-29.247157213,-29.247149614,-29.247621188193772,-29.24763765403689,-29.232886139278094,-29.246074461506,-29.245183148678,-29.245191268534,-29.247298155125,-29.232885813067,-29.237110204719,-29.23712909,-29.23712737,-29.23711965,-29.23711879,-29.23711879479,-29.237113059165,-29.232912662361
-29.145747049501043,-29.146365961321575,-29.21293293533413,-29.205921841265127,-29.23089160718642,-29.22225001233569,-29.239270784481576,-29.23093098435408,-29.2388509147446,-29.23607029348064,-29.246105025487942,-29.23781219156948,-29.247155053,-29.247147498,-29.247625606125016,-29.247625288739936,-29.247154512,-29.247146901,-29.24761808186636,-29.247634541612346,-29.232885673634,-29.246071823046,-29.245179816026,-29.245188522463,-29.247287543805,-29.232885453726,-29.237108931793,-29.23712781,-29.23712609,-29.23711837,-29.23711751,-29.23711751683,-29.23711178457,-29.232912270014
-29.14574708253412,-29.146366005128165,-29.21292976015688,-29.20591862845605,-29.230888093627364,-29.222246349947504,-29.2392673745334,-29.230927317184925,-29.23884843138113,-29.23606774323341,-29.24610234528232,-29.23780922544377,-29.247152492,-29.247144936,-29.247622668198527,-29.24762236679012,-29.247151975,-29.247144351,-29.24761516010197,-29.24763161353794,-29.232885238557405,-29.246069304541,-29.245177543384,-29.245185955697,-29.247292527722,-29.232885109944,-29.237107720164,-29.23712659,-29.23712487,-29.23711715,-29.23711629,-29.237116300413,-29.237110571353,-29.232911894700
-29.145747110285487,-29.146366045057537,-29.21292677084144,-29.205915593599997,-29.230884784269765,-29.22224288679805,-29.239264163473408,-29.230923849178108,-29.238846097333884,-29.236065339934044,-29.246099828440997,-29.237806424021187,-29.247150089,-29.24714253,-29.24761990685053,-29.247619620759576,-29.247149595,-29.247141956,-29.247612414102285,-29.24762886111318,-29.23288480518356,-29.246066953743,-29.245174534678,-29.245183525319,-29.247288571484,-29.232884781031,-29.237106566548,-29.23712542,-29.23712371,-29.23711599,-29.23711514,-29.237115142245,-29.237109416228,-29.232911534931
-29.14574713333804,-29.146366081471346,-29.21292395811764,-29.20591272855349,-29.23088166892129,-29.222239613844128,-29.239261141444125,-29.230920571334075,-29.238843905310045,-29.236063076710437,-29.246097467045903,-29.23780378019662,-29.247147836,-29.247140275,-29.247617313461166,-29.247617041978568,-29.247147363,-29.247139711,-29.24760983527516,-29.24762627574845,-29.23288441955855,-29.246064692426,-29.245172601845,-29.245181277981,-29.247293967283,-29.232884466046,-29.237105467599,-29.23712431,-29.2371226,-29.23711489,-29.23711403,-29.237114038966,-29.237108315843,-29.232911190746
-29.145747152206855,-29.146366114689457,-29.21292131308356,-29.20591002546432,-29.230878737693768,-29.222236522291134,-29.239258298845375,-29.23091747488973,-29.238841848217124,-29.236060946907752,-29.246095253343466,-29.23780128703268,-29.247145724,-29.247138161,-29.247614879587367,-29.247614622080174,-29.247145272,-29.247137606,-29.247607415233247,-29.247623849148013,-29.232883971601208,-29.246062668562,-29.245170655755,-29.245179082948,-29.24728950601,-29.232884165013,-29.237104421026,-29.23712326,-29.23712154,-29.23711384,-29.23711298,-29.237112988271,-29.237107267903,-29.232910861454
-29.145747167356568,-29.146367072415416,-29.212918826964106,-29.20589803285762,-29.230875980940326,-29.222221198260705,-29.239255626314904,-29.230901655938915,-29.238839919058,-29.236077697268815,-29.246093179681026,-29.237786067260465,-29.247143748,-29.247136063,-29.24761259695235,-29.247612515460297,-29.247143315,-29.247135485,-29.247605145733814,-29.247621696021728,-29.232883604970535,-29.24606068127,-29.245168941767,-29.245177093284,-29.247283145863,-29.232883877138,-29.237103423902,-29.23712225,-29.23712054,-29.23711284,-29.23711198,-29.237111987223,-29.237106269478,-29.232910546110
-29.145747179197933,-29.146367082428895,-29.212916491267208,-29.20589582081996,-29.230873389297862,-29.222218705307668,-29.239253114755776,-29.23089917658673,-29.238838111030137,-29.23607593124348,-29.24609123860821,-29.237784133821506,-29.2471419,-29.247134216,-29.247610457505775,-29.247610383694532,-29.247141485,-29.247133647,-29.24760301876717,-29.24761956112064,-29.232883108836205,-29.246058965067,-29.245167101175,-29.245175082683,-29.247279501813,-29.232883600874,-29.23710247268,-29.23712129,-29.23711958,-29.23711188,-29.23711103,-29.237111032263,-29.237105317016,-29.232910244739
-29.145747188101808,-29.14636708873824,-29.212914297703907,-29.205893805504505,-29.23087095367725,-29.22221643806509,-29.23925075532893,-29.230896922006536,-29.23883641745713,-29.236074301857307,-29.246089422801788,-29.237782398375103,-29.247140173,-29.24713249,-29.247608453350374,-29.24760838662896,-29.247139776,-29.247131929,-29.24760102648277,-29.247617560674247,-29.232882717280702,-29.2460572537,-29.24516551776,-29.245173285115,-29.247263837819,-29.232883337172,-29.237101566399,-29.23712038,-29.23711867,-29.23711097,-29.23711012,-29.23711012242,-29.237104409554,-29.232909956543
-29.14574719439962,-29.146367092658103,-29.212912238266966,-29.20589191568527,-29.230868665307128,-29.22221431002381,-29.23924853949896,-29.23089480601488,-29.238834831866853,-29.23607277584181,-29.246087725152616,-29.237780777160182,-29.24713856,-29.247130878,-29.24760657686132,-29.247606516980994,-29.247138179,-29.247130325,-29.24759916127512,-29.247615687499685,-29.232882361085743,-29.246055625903,-29.245162814067,-29.245171620507,-29.247268800302,-29.232883084693,-29.237100701943,-29.23711951,-29.2371178,-29.2371101,-29.23710925,-29.23710925457,-29.237103543973,-29.232909679977
-29.145747198392215,-29.146367094471703,-29.21291030539737,-29.20589014416123,-29.230866515854576,-29.22221231318875,-29.239246459147207,-29.230892820667368,-29.238833348144176,-29.236071347727943,-29.24608613891916,-29.237779263566846,-29.247137054,-29.247129373,-29.24760482078073,-29.247604767416888,-29.247136689,-29.247128827,-29.24759741593241,-29.247613934298876,-29.232881800195372,-29.246054263341,-29.245161157238,-29.245169868941,-29.24726553989,-29.232882842634,-29.237099876848,-29.23711867,-29.23711696,-29.23710928,-29.23710842,-29.237108426238,-29.237102717805,-29.232909415987
-29.14574720034595,-29.146367093532437,-29.212908491648705,-29.20588854947527,-29.230864497184875,-29.222210520258695,-29.2392445063464,-29.230891038509657,-29.238831960227046,-29.236070038293136,-29.246084657433467,-29.237777930256083,-29.247135649,-29.24712797,-29.24760317797253,-29.247603130639696,-29.247135299,-29.24712743,-29.24759578333998,-29.247612293848658,-29.232881332797888,-29.246052909395,-29.245159726277,-29.245168297117,-29.247279217887,-29.232882610974,-29.237099089505,-29.23711788,-29.23711617,-29.23710848,-29.23710763,-29.237107635807,-29.237101929437,-29.232909163237
-29.145747200505184,-29.146367091874808,-29.212906789942434,-29.205886994412143,-29.230862601563743,-29.222208763678545,-29.23924267355151,-29.23088929243708,-29.238830662354903,-29.236068789064024,-29.246083274337646,-29.23777661344236,-29.24713434,-29.247126661,-29.24760164163173,-29.247601600260065,-29.247134004,-29.247126128,-29.24759425672117,-29.24761075972804,-29.23288083505876,-29.246051654394,-29.245158316557,-29.245166790362,-29.247266468495,,,,,,,,,-29.232908920918
-29.14574719908973,-29.146367089635895,-29.212905193525465,-29.205885471741087,-29.23086082159112,-29.222207035318064,-29.239240953539426,-29.23088757431348,-29.238829449022333,-29.236067694572355,-29.246081983553008,-29.23777530611327,-29.247133119,-29.247125442,-29.247600205247583,-29.247600169753493,-29.247132797,-29.247124913,-29.24759282960065,-29.247609325387316,-29.23288032443933,-29.24605047732,-29.245156952212,-29.245165358759,-29.247259909997,,,,,,,,,-29.232908689014
