HF,UHF,MP2,UMP2,MP3,UMP3,MP4,UMP4,CISD,UCISD,CCD,UCCD,CCSD,UCCSD,CCSD(T),UCCSD(T),QCISD,UQCISD,QCISD(T),UQCISD(T),CASSCF,CASPT2,SC-NEVPT2,FIC-NEVPT2,MRCI
-399.22669271043566,-399.2266927104417,-399.3108444393906,-399.3108444389711,-399.3228926189016,-399.32289261813,-399.3293443351863,-399.32934433437936,-399.3234099271329,-399.32360707580904,-399.3295036998436,-399.3295038999425,-399.33086127,-399.330859762,-399.33265612376977,-399.3326545867821,-399.330973761,-399.330972126,-399.332714930113,-399.3327132369664,-399.28943651620045,-399.328863658465,-399.328666387342,-399.3286743639,-399.330964460269
-399.2266930385893,-399.226693038602,-399.31083327937864,-399.31083327898,-399.3228806126936,-399.32288061194873,-399.3293323537238,-399.32933235294433,-399.3234005820676,-399.32359729429135,-399.3294937637883,-399.32949396362926,-399.330851581,-399.330850074,-399.33264514576706,-399.33264360998623,-399.330964096,-399.330962462,-399.3327039756504,-399.332702283992,-399.2894353091383,-399.328854436796,-399.328657704902,-399.328665443546,-399.330901737237
-399.2266933302857,-399.2266933302991,-399.3108224270538,-399.3108224266468,-399.3228689462438,-399.3228689454865,-399.3293207048652,-399.3293207040685,-399.3233914724942,-399.3237940490045,-399.3294840702326,-399.3294842697755,-399.330842121,-399.330840614,-399.3326344563385,-399.3326329216689,-399.330954658,-399.330953024,-399.3326933086225,-399.3326916183453,-399.2894345509022,-399.328843572693,-399.328645942531,-399.328656212475,-399.330974442803
-399.2266935892308,-399.226693589238,-399.31081187473393,-399.3108118743502,-399.3228576106376,-399.3228576099236,-399.3293093800957,-399.32930937934935,-399.3233825940531,-399.32378352158446,-399.32947461543085,-399.32947481476526,-399.330832886,-399.330831379,-399.3326240491079,-399.3326225155628,-399.330945444,-399.33094381,-399.3326829226905,-399.3326812338012,-399.28943344238417,-399.32883426761,-399.32863423798,-399.328647009458,-399.330921965415
-399.2266938187482,-399.2266938187576,-399.3108016152665,-399.3108016148786,-399.3228465975808,-399.322846596868,-399.32929837151704,-399.3292983707736,-399.3233739425988,-399.3237835000031,-399.32946539579547,-399.3294655948729,-399.330823873,-399.330822366,-399.33261391802495,-399.33261238552006,-399.33093645,-399.330934816,-399.33267281184294,-399.3326711242517,-399.2894324266462,-399.328825380091,-399.328627146941,-399.328639398294,-399.33093781078
-399.22669402185613,-399.2266940218663,-399.31079164215976,-399.3107916418031,-399.3228358995472,-399.3228358988745,-399.32928767200553,-399.3292876713048,-399.3233655145789,-399.323771666394,-399.32945640828126,-399.32945660715137,-399.33081508,-399.330813573,-399.33260405778503,-399.3326025262809,-399.330927675,-399.330926041,-399.3326629708183,-399.33266128447696,-399.28943139726874,-399.328816698542,-399.328618987152,-399.328630745352,-399.330900550923
-399.22669420126647,-399.22669420127704,-399.3107819492217,-399.3107819488624,-399.3228255092902,-399.32282550861527,-399.3292772747226,-399.32927727401653,-399.3233573066439,-399.3237790472756,-399.32944765003754,-399.3294478486584,-399.330806504,-399.330804997,-399.3325944634614,-399.3325929328652,-399.330919116,-399.330917483,-399.332653394721,-399.33265170952,-399.2894304116616,-399.328808032674,-399.328611181594,-399.328622461592,-399.3309233708
-399.22669435942106,-399.22669435943214,-399.31077253067934,-399.3107725303285,-399.3228154200496,-399.32281541938835,-399.3292671733069,-399.32926717261466,-399.32334931539026,-399.3238337883024,-399.3294391180792,-399.32943931648185,-399.330798143,-399.330796636,-399.33258513009395,-399.33258360035353,-399.330910771,-399.330909138,-399.33264407865096,-399.33264239455303,-399.2894294182359,-399.32879994879,-399.328602779575,-399.328613610797,-399.330873108579
-399.2266944985173,-399.2266944985282,-399.3107633814896,-399.3107633811426,-399.32280562577085,-399.32280562512466,-399.32925736210984,-399.3292573614351,-399.32334153828293,-399.3238306888588,-399.3294308102954,-399.32943100849553,-399.330789996,-399.330788489,-399.3325760538089,-399.332574524922,-399.330902639,-399.330901006,-399.3326350187672,-399.3326333357461,-399.28942821444014,-399.328792369722,-399.328594787946,-399.328605352233,-399.330873887316
-399.22669462053034,-399.22669462054193,-399.31075449685727,-399.3107544965171,-399.32279612083966,-399.32279612021193,-399.32924783591926,-399.3292478352664,-399.32333397283816,-399.32384076633394,-399.3294227245767,-399.3294229225873,-399.330782061,-399.330780555,-399.33256723084224,-399.332565702782,-399.330894717,-399.330893085,-399.3326262113505,-399.3326245293664,-399.2894271947079,-399.328784896048,-399.328587360501,-399.328597579266,-399.330894484352
-399.22669472725954,-399.226694727259,-399.31074587221593,-399.3107458718932,-399.3227868997822,-399.32278689918223,-399.3292385896683,-399.3292385890471,-399.32332661651697,-399.3236835311354,-399.32941485873954,-399.3294150565784,-399.330774337,-399.33077283,-399.33255865749584,-399.3325571302216,-399.330887006,-399.330885373,-399.33261765272795,-399.3326159717355,-399.2894266888941,-399.328776301807,-399.328581794627,-399.328591477919,-399.330864018196
-399.22669482027874,-399.2266948202774,-399.3107375035671,-399.31073750326175,-399.3227779577388,-399.32277795716016,-399.32922961889375,-399.32922961829456,-399.32331943097006,-399.3236813609826,-399.32940721118047,-399.3294074088416,-399.330766822,-399.330765315,-399.3325503307575,-399.33254880419014,-399.330879502,-399.33087787,-399.33260933993006,-399.33260765986455,-399.289425151854,-399.328770104896,-399.328572592516,-399.328582303867,-399.330851169608
-399.2266949010518,-399.2266949010406,-399.3107293869387,-399.31072938662254,-399.32276928993053,-399.3227692893415,-399.3292209192149,-399.32922091860326,-399.3233124870268,-399.3236825170276,-399.32939978015327,-399.3293999776122,-399.330759515,-399.330758008,-399.332542247552,-399.3325407216636,-399.330872206,-399.330870574,-399.332601269955,-399.3325995907588,-399.2894250036056,-399.328761509493,-399.328567803202,-399.328576821484,-399.330855537292
-399.226694970865,-399.22669497085013,-399.3107215187326,-399.3107215184192,-399.32276089210507,-399.32276089151986,-399.32921248676354,-399.3292124861532,-399.3233057464215,-399.32386596706226,-399.3293925641174,-399.32939276139376,-399.330752415,-399.330750909,-399.33253440517313,-399.33253287992,-399.330865116,-399.330863484,-399.33259344010327,-399.33259176172567,-399.28942348469434,-399.328755746616,-399.328557003161,-399.328568150711,-399.330835434679
-399.2266950308869,-399.2266950308718,-399.31071389564306,-399.3107138953436,-399.3227527601028,-399.3227527595429,-399.32920431775545,-399.3292043171736,-399.3232992074306,-399.3238243754028,-399.32938556159695,-399.3293857587354,-399.330745522,-399.330744015,-399.3325268010174,-399.3325252764126,-399.330858232,-399.3308566,-399.332585847804,-399.3325841702456,-399.2894226239529,-399.328748924693,-399.328550355157,-399.328561197611,-399.330845294355
-399.2266950821773,-399.226695082161,-399.31070651424193,-399.310706513946,-399.3227448898041,-399.3227448892525,-399.32919640844153,-399.3291964078689,-399.323292868283,-399.3237604590876,-399.329378771043,-399.3293789680284,-399.330738833,-399.330737327,-399.33251943249854,-399.3325179084848,-399.330851552,-399.33084992,-399.3325784905188,-399.3325768137274,-399.28942268545006,-399.328741300557,-399.328546320958,-399.328556365246,-399.330859297519
-399.22669512568245,-399.2266951256604,-399.3106993714068,-399.3106993711252,-399.3227372774276,-399.32273727689255,-399.3291887553938,-399.3291887548377,-399.3232867273619,-399.3238775337785,-399.329372191016,-399.3293723878632,-399.330732349,-399.330730843,-399.33251229721367,-399.3325107737271,-399.330845076,-399.330843444,-399.33257136588134,-399.3325696898178,-399.2894219828771,-399.328734707468,-399.328540244672,-399.328549960763,-399.330831000368
-399.22669516224425,-399.22669516222373,-399.31069246392826,-399.310692463641,-399.3227299190575,-399.3227299185184,-399.3291813550391,-399.3291813544776,-399.3232807828349,-399.3240327202968,-399.32936581984546,-399.32936601653415,-399.330726068,-399.330724562,-399.3325053925637,-399.3325038696256,-399.330838802,-399.33083717,-399.332564471348,-399.3325627959711,-399.2894205635296,-399.328729382302,-399.3285294973,-399.328542099004,-399.330793883376
-399.22669519263934,-399.2266951926159,-399.3106857887125,-399.31068578843696,-399.3227228109549,-399.3227228104316,-399.3291742039637,-399.3291742034184,-399.32327503306794,-399.3240284591763,-399.32935965602144,-399.3293598525852,-399.330719988,-399.330718482,-399.33249871623906,-399.33249719382445,-399.330832729,-399.330831097,-399.33255780462304,-399.3325561299165,-399.2894205236262,-399.328722755693,-399.328524730441,-399.328537383132,-399.330836889066
-399.2266952175555,-399.22669521752886,-399.3106793423808,-399.3106793421012,-399.3227159492709,-399.322715948746,-399.3291672986289,-399.3291672980816,-399.3232694760304,-399.3240924884021,-399.3293536976016,-399.3293538940268,-399.330714109,-399.330712603,-399.33249226550777,-399.33249074359543,-399.330826856,-399.330825224,-399.3325513630008,-399.3325496889319,-399.28941998162657,-399.328716435361,-399.328519579096,-399.328531743592,-399.330849942437
-399.2266952376104,-399.2266952375807,-399.3106731218372,-399.31067312155824,-399.32270933015207,-399.32270932963206,-399.3291606354723,-399.3291606349312,-399.32326410977976,-399.3238554654535,-399.3293479427163,-399.3293481390224,-399.330708429,-399.330706923,-399.3324860377455,-399.3324845163031,-399.330821181,-399.330819549,-399.332545143898,-399.33254347044686,-399.2894193727185,-399.328710444056,-399.328515044765,-399.328526822902,-399.330835373272
-399.22669525335806,-399.2266952533284,-399.3106671236994,-399.3106671234343,-399.32270294965593,-399.3227029491517,-399.3291542108303,-399.3291542103056,-399.32325893219377,-399.3238881784556,-399.3293423892837,-399.3293425854856,-399.330702946,-399.33070144,-399.33248003016973,-399.33247850919946,-399.330815703,-399.330814072,-399.3325391445733,-399.33253747170335,-399.2894183512844,-399.328706165241,-399.328508354558,-399.328519951066,-399.330824253287
-399.2266952653069,-399.22669526527454,-399.3106613445996,-399.31066134433433,-399.32269680389544,-399.32269680339147,-399.32914802106814,-399.3291480205424,-399.323253941045,-399.3237359287504,-399.3293370350783,-399.3293372311644,-399.330697658,-399.330696152,-399.3324742399087,-399.33247271935824,-399.33081042,-399.330808789,-399.332533362152,-399.33253168983,-399.2894182229407,-399.328700072385,-399.328505095486,-399.328516086101,-399.330798527726
-399.2266952738973,-399.22669527386546,-399.3106557809479,-399.31065578067194,-399.32269088864166,-399.3226908881344,-399.3291420621936,-399.32914206166606,-399.3232491337717,-399.3238462678629,-399.329331877511,-399.3293320734948,-399.330692563,-399.330691057,-399.3324686637285,-399.33246714360007,-399.33080533,-399.330803698,-399.3325277934454,-399.3325261216752,-399.2894162674394,-399.328685001437,-399.328486847326,-399.328498257804,-399.330774503596
-399.2266952795397,-399.2266952795068,-399.3106504290524,-399.310650428785,-399.3226851997363,-399.3226851992389,-399.3291363302632,-399.3291363297462,-399.3232445078857,-399.32384122215376,-399.32932691404295,-399.3293271099358,-399.330687658,-399.330686152,-399.3324632984948,-399.33246177880073,-399.33080043,-399.330798798,-399.3325224353419,-399.3325207640922,-399.2894171182626,-399.328690188341,-399.328496279919,-399.328506596582,-399.330804847563
-399.2266952825889,-399.22669528255864,-399.3106452850344,-399.31064528478606,-399.3226797327689,-399.3226797322925,-399.32913082106785,-399.32913082057365,-399.3232400605296,-399.32383666432287,-399.3293221417211,-399.3293223375412,-399.330682942,-399.330681436,-399.3324581407004,-399.332456621381,-399.330795717,-399.330794086,-399.33251728435795,-399.33251561360646,-399.2894165426293,-399.328685963904,-399.328491579629,-399.328501595076,-399.330784973256
-399.22669528337354,-399.2266952833465,-399.310640345076,-399.3106403448072,-399.32267448336813,-399.3226744828693,-399.3291255304132,-399.32912552989376,-399.32323578881966,-399.32383308416456,-399.3293175575855,-399.3293177532894,-399.330678411,-399.330676905,-399.3324531867893,-399.3324516678187,-399.33079119,-399.330789559,-399.33251233696006,-399.3325106666748,-399.2894158373268,-399.328682166436,-399.32848724744,-399.32849705234,-399.330767317393
-399.226695282184,-399.2266952821602,-399.3106356049673,-399.3106356047013,-399.3226694468889,-399.32266944639485,-399.32912045381113,-399.32912045329647,-399.3232316895888,-399.323828923676,-399.3293131583181,-399.3293133539436,-399.330674063,-399.330672557,-399.33244843291794,-399.33244691431383,-399.330786845,-399.330785214,-399.3325075893354,-399.3325059194977,-399.2894140476148,-399.328666125153,-399.328470009784,-399.328480333992,-399.330778077521
-399.2266952792752,-399.2266952792565,-399.3106310603904,-399.3106310601356,-399.32266461849935,-399.32266461801873,-399.3291155865748,-399.32911558607344,-399.32322775948256,-399.3238227084152,-399.3293089404128,-399.3293091359733,-399.330669893,-399.330668387,-399.33244387510285,-399.3324423568097,-399.330782679,-399.330781048,-399.3325030374905,-399.3325013680843,-399.28941519322507,-399.328672707573,-399.328479822604,-399.328488913359,-399.330757933026
-399.226695274886,-399.22669527486886,-399.3106267067912,-399.31062670653216,-399.3226599931402,-399.3226599926561,-399.3291109237685,-399.3291109232621,-399.3232240305744,-399.32381769728624,-399.32930489998665,-399.32930509546713,-399.330665899,-399.330664393,-399.3324395089068,-399.3324379909219,-399.330778688,-399.330777057,-399.3324986770532,-399.33249700806175,-399.28941473875545,-399.328668919559,-399.328475218451,-399.32848507731,-399.330833761971
-399.22669526921806,-399.2266952692032,-399.31062253992206,-399.3106225396553,-399.3226555661687,-399.3226555656779,-399.32910646084736,-399.32910646033463,-399.32322042801434,-399.32380502569777,-399.3293010335478,-399.3293012289531,-399.330662077,-399.330660571,-399.3324353303844,-399.33243381271853,-399.330774869,-399.330773238,-399.3324945040725,-399.3324928354938,-399.2894142861396,-399.328665348835,-399.328471003266,-399.328481625403,-399.33077893006
-399.2266952624531,-399.2266952624408,-399.3106185549189,-399.31061855465725,-399.3226513322542,-399.3226513317703,-399.32910219257354,-399.32910219206826,-399.32321698360806,-399.32385186914746,-399.32929733689,-399.32929753223766,-399.330658423,-399.330656917,-399.3324313348736,-399.3324298174908,-399.330771218,-399.330769588,-399.33249051388464,-399.3324888456971,-399.28941387680567,-399.328661888961,-399.328467982782,-399.328478270925,-399.330787427518
-399.22669525475874,-399.22669525474913,-399.31061474696014,-399.3106147466984,-399.3226472861144,-399.32264728563143,-399.32909811373736,-399.329098113232,-399.32321369334977,-399.32383721594647,-399.3292938057728,-399.3292940010564,-399.330654932,-399.330653426,-399.33242751763765,-399.3324260005343,-399.330767731,-399.3307661,-399.3324867017976,-399.3324850339797,-399.2894135250464,-399.328658227322,-399.328465180729,-399.328475136114,-399.33073672369
-399.226695246278,-399.2266952462715,-399.31061111126286,-399.3106111109944,-399.32264342257827,-399.3226434220896,-399.3290942192213,-399.32909421870977,-399.32321055334234,-399.3238379670616,-399.3292904360305,-399.3292906312488,-399.330651602,-399.330650096,-399.33242387408393,-399.3324223572543,-399.330764404,-399.330762773,-399.3324830632175,-399.3324813957569,-399.28941223037725,-399.328655954959,-399.328459456613,-399.328469590499,-399.330781312077
-399.2266952371388,-399.2266952371343,-399.3106076426663,-399.31060764239373,-399.32263973607337,-399.3226397355744,-399.32909050350014,-399.32909050297513,-399.32320755923195,-399.3238106690965,-399.32928722304354,-399.32928741819256,-399.330648427,-399.330646921,-399.3324203991671,-399.33241888257214,-399.330761232,-399.330759601,-399.3324795931064,-399.332477925966,-399.28941277121766,-399.3286513958,-399.328459448947,-399.328468832053,-399.330744100554
-399.22669522745633,-399.22669522745576,-399.31060433629807,-399.3106043360373,-399.3226362212762,-399.32263622079296,-399.329086961275,-399.32908696076777,-399.3232047068948,-399.3238053209853,-399.32928416239776,-399.3292843575157,-399.330645404,-399.330643898,-399.33241708803126,-399.33241557169686,-399.330758211,-399.330756581,-399.3324762866276,-399.332474619832,-399.28941125471385,-399.328650136096,-399.328453637068,-399.328463365448,-399.330781540306
-399.22669521732905,-399.2266952173354,-399.3106011868828,-399.3106011866142,-399.322632872593,-399.32263287210407,-399.32908358696926,-399.3290835864569,-399.3232019919048,-399.3237131766044,-399.3292812493783,-399.3292814444442,-399.330642527,-399.330641021,-399.33241393555375,-399.3324124194618,-399.330755337,-399.330753706,-399.3324731386559,-399.3324714721792,-399.2894120508834,-399.328646214217,-399.328452279222,-399.328462665908,-399.330740306787
-399.2266952068487,-399.2266952068625,-399.3105981892977,-399.31059818903594,-399.3226296844829,-399.3226296840061,-399.3290803750483,-399.3290803745499,-399.32319940984354,-399.3237640115433,-399.3292784792555,-399.3292786742932,-399.330639792,-399.330638286,-399.3324109365812,-399.3324094207346,-399.330752605,-399.330750974,-399.33247014406527,-399.33246847790485,-399.289411770534,-399.32864301505,-399.32845040134,-399.328460448059,-399.330775420824
-399.2266951961026,-399.2266951961166,-399.3105953383061,-399.31059533805177,-399.32262665133726,-399.32262665087205,-399.3290773198967,-399.32907731941134,-399.3231969562212,-399.323867521775,-399.3292758472192,-399.3292760422284,-399.330637194,-399.330635688,-399.33240808592177,-399.3324065703167,-399.33075001,-399.330748379,-399.3324672976632,-399.3324656318116,-399.2894114586159,-399.328640407654,-399.328448211889,-399.328457957268,-399.330764919303
-399.22669518514857,-399.2266951851653,-399.31059262869854,-399.31059262844707,-399.3226237676188,-399.32262376715863,-399.3290744159628,-399.32907441548366,-399.3231946265684,-399.3239908580904,-399.3292733484864,-399.3292735434621,-399.330634728,-399.330633222,-399.3324053783996,-399.33240386302685,-399.330747547,-399.330745917,-399.33246459427966,-399.332462928725,-399.28941118592434,-399.328638003134,-399.328445730066,-399.328455155517,-399.330737813831
-399.22669517405177,-399.22669517407576,-399.310590055386,-399.3105900551272,-399.3226210278581,-399.32262102738895,-399.32907165774975,-399.3290716572588,-399.32319241647025,-399.32425606621746,-399.3292709783162,-399.32927117324135,-399.330632391,-399.330630885,-399.33240280888646,-399.33240129371217,-399.330745212,-399.330743582,-399.33246202879343,-399.33246036350016,-399.2894109388725,-399.328635333777,-399.328442964862,-399.328452085438,-399.330741274143
-399.2266951628664,-399.2266951628953,-399.3105876130952,-399.310587612834,-399.32261842647216,-399.3226184260006,-399.3290690396447,-399.32906903915006,-399.323190321354,-399.3241985021036,-399.32926873180344,-399.32926892668894,-399.330630176,-399.33062867,-399.3324003721117,-399.33239885714255,-399.330743001,-399.33074137,-399.332459595941,-399.33245793091214,-399.289410590848,-399.3286338483,-399.328441943339,-399.328450842023,-399.330768242497
-399.2266951516525,-399.2266951516754,-399.3105852966765,-399.31058529643616,-399.3226159579965,-399.32261595755097,-399.3290665561406,-399.3290665556744,-399.3231883367447,-399.324182244488,-399.32926660413864,-399.3292667990215,-399.33062808,-399.330626574,-399.3323980629015,-399.33239654814565,-399.330740907,-399.330739277,-399.33245729055454,-399.332455625797,-399.28941035446235,-399.328631322452,-399.328439589167,-399.328448203602,-399.330750708075
-399.2266951404295,-399.22669514045646,-399.31058310100053,-399.3105831007513,-399.32261361697726,-399.3226136165248,-399.32906420174174,-399.3290642012688,-399.3231864581273,-399.3241788026514,-399.3292645904808,-399.3292647853257,-399.330626097,-399.330624591,-399.33239587606073,-399.332394361504,-399.330738927,-399.330737297,-399.3324551074411,-399.3324534429406,-399.2894101161066,-399.328629192707,-399.328438224503,-399.328446580996,-399.330718401954
-399.226695129251,-399.2266951292759,-399.3105810210433,-399.31058102080794,-399.32261139809066,-399.32261139765257,-399.32906197107263,-399.32906197061453,-399.32318468110554,-399.32359561036753,-399.3292626861,-399.3292628809264,-399.330624223,-399.330622717,-399.33239380651065,-399.33239229214655,-399.330737056,-399.330735426,-399.3324530415304,-399.3324513772739,-399.28940860384336,-399.328629260023,-399.328433627034,-399.328442618677,-399.330750716963
-399.2266951181446,-399.22669511817,-399.3105790518349,-399.31057905159633,-399.32260929610146,-399.32260929565854,-399.3290598588431,-399.32905985837925,-399.3231830013528,-399.3235940679385,-399.3292608863454,-399.3292610811373,-399.330622453,-399.330620947,-399.3323918492666,-399.33239033507897,-399.330735289,-399.330733659,-399.33245108783893,-399.3324494238119,-399.2894094871006,-399.328626212433,-399.328434124624,-399.328442105836,-399.330756105723
-399.2266951071385,-399.2266951071613,-399.31057718844875,-399.3105771882183,-399.3226073057813,-399.3226073053464,-399.3290578597645,-399.3290578593094,-399.3231814145038,-399.32359332374335,-399.3292591865186,-399.3292593812932,-399.330620782,-399.330619277,-399.33238999930046,-399.3323884852885,-399.330733621,-399.330731991,-399.3324492413478,-399.3324475775469,-399.2894091323014,-399.328624357383,-399.328434257296,-399.328442131734,-399.330708192911
-399.22669509626047,-399.22669509628,-399.31057542610466,-399.31057542581794,-399.32260542210025,-399.3226054216056,-399.32905596874616,-399.3290559682284,-399.3231799163704,-399.3235843674127,-399.32925758211337,-399.3292577767958,-399.330619207,-399.330617701,-399.33238825179166,-399.3323867379564,-399.330732048,-399.330730418,-399.3324474972357,-399.3324458336503,-399.2894061182537,-399.328624965426,-399.328426453047,-399.328436124715,-399.330742710194
-399.2266950855236,-399.2266950855429,-399.3105737600384,-399.3105737597468,-399.32260364001064,-399.32260363951224,-399.3290541806783,-399.3290541801558,-399.32317850269857,-399.3240665756721,-399.32925606856475,-399.3292562632188,-399.330617722,-399.330616216,-399.33238660186464,-399.33238508819227,-399.330730566,-399.330728936,-399.3324458506252,-399.3324441872499,-399.2894089448275,-399.328621224698,-399.328430980263,-399.328438248479,-399.330760196314
-399.22669507495453,-399.22669507497665,-399.3105721858728,-399.3105721855796,-399.3226019548886,-399.3226019543921,-399.3290524908657,-399.3290524903462,-399.32317716966526,-399.3244527997,-399.3292546417332,-399.3292548363695,-399.330616323,-399.330614817,-399.3323850450769,-399.332383531573,-399.33072917,-399.33072754,-399.3324442970825,-399.3324426339195,-399.2894083191499,-399.328620376945,-399.328427917426,-399.328435259153,-399.330709758368
-399.22669506457777,-399.2266950645962,-399.310570698997,-399.31057069872026,-399.3226003619324,-399.3226003614513,-399.32905089444074,-399.32905089393773,-399.32317591321697,-399.324926167075,-399.32925329724543,-399.329253491876,-399.330615006,-399.330613501,-399.33238357679465,-399.3323820634593,-399.330727857,-399.330726226,-399.33244283196433,-399.3324411690036,-399.2894056381028,-399.328620775536,-399.328423140212,-399.32843211829,-399.330711135268
-399.22669505439535,-399.2266950544153,-399.3105692950858,-399.31056929480366,-399.3225988565448,-399.3225988560536,-399.3290493867424,-399.3290493862264,-399.3231747294301,-399.3249085226225,-399.32925203091577,-399.3292522255104,-399.330613767,-399.330612262,-399.3323821924896,-399.33238067930694,-399.33072662,-399.33072499,-399.3324414507717,-399.3324397879897,-399.28940524991464,-399.328618803084,-399.328420314215,-399.328429253404,-399.330743086141
-399.2266950444236,-399.2266950444428,-399.3105679699784,-399.3105679696761,-399.3225974343322,-399.322597433816,-399.3290479633076,-399.3290479627628,-399.3231736146618,-399.325029822702,-399.32925083881327,-399.329251033356,-399.330612602,-399.330611096,-399.33238088799527,-399.3323793749458,-399.330725458,-399.330723828,-399.3324401493108,-399.33243848669935,-399.28940802892686,-399.328616599634,-399.328425940893,-399.328432557763,-399.330701465338
-399.2266950346773,-399.2266950346975,-399.3105667194892,-399.31056671919686,-399.322596090948,-399.3225960904369,-399.32904661971736,-399.3290466191775,-399.3231725652327,-399.3249309716992,-399.3292497169329,-399.3292499114596,-399.330611507,-399.330610001,-399.33237965907625,-399.3323781461477,-399.330724366,-399.330722736,-399.3324389233521,-399.3324372609152,-399.2894080515256,-399.328613934817,-399.328424907451,-399.328431220743,-399.330721253108
-399.2266950251649,-399.22669502518306,-399.3105655398194,-399.3105655395213,-399.32259482235946,-399.3225948218487,-399.3290453518781,-399.3290453513405,-399.32317157771195,-399.32495590204417,-399.3292486616141,-399.32924885612925,-399.330610478,-399.330608972,-399.3323785017678,-399.33237698900626,-399.330723339,-399.33072171,-399.332437768948,-399.33243610669206,-399.2894077712925,-399.328613105309,-399.328425197494,-399.328431433482,-399.330697211463
