HF,UHF,2UHF,MP2,UMP2,2UMP2,MP3,UMP3,2UMP3,MP4,UMP4,2UMP4,CID,UCID,2UCID,CISD,UCISD,2UCISD,CCD,UCCD,2UCCD,CCSD,UCCSD,2UCCSD,CCSD(T),UCCSD(T),2UCCSD(T),QCISD,UQCISD,2UQCISD,QCISD(T),UQCISD(T),2UQCISD(T),CASSCF(2/2),DCD-CAS(2) (2/2),SC-NEVPT2 (2/2),FIC-NEVPT2 (2/2),CASSCF(12/8)_ORCA,CASSCF(12/8),CASPT2_ORCA,CASPT2,DCD-CAS(2),SC-NEVPT2,FIC-NEVPT2,MRCI,MRCI+Q Davidson,MRCI+Q Davidson relaxed,MRCI+Q Pople,MRCI+Q Pople relaxed,MR-ACPF,MR-AQCC
-149.5618706495893,-149.63646162026387,-149.62036476336195,-150.06117305159,-150.03899212970137,-150.08874408456046,-150.03629635733765,-150.04695132124863,-150.06915068167515,-150.08598305345583,-150.07803918387597,-150.11343088762547,-150.0027371037863,-150.0218027194138,-150.03988122812535,-150.0027371037863,-150.0218027194138,-150.03988122812535,-150.04248904689655,-150.0489270721097,-150.07394482954544,-150.049540102,-150.080506435,-150.081354043,-150.07591955013737,-150.10350486823182,-150.10550986690365,-150.051491958,-150.084605493,-150.083287146,-150.07658228716934,-150.1053061119189,-150.10614413657007,-149.5778255239897,-150.083827902895,-150.083825984545,-150.268369944013,-149.718295976313,-149.717880892746,-150.074935686321,-150.075409539443,-150.042608228606,-150.034623153989,-150.03919684757,-150.060466123024,-150.08490167,-150.08459572,-150.08182908,-150.08154885,-150.082033459914,-150.077630233848
-149.54109350408032,-149.6277328043661,-149.59981425910402,-150.05663206318815,-150.02305623859317,-150.08224103422444,-150.02268654177865,-150.0338563539619,-150.05497353160868,-150.0814264380809,-150.06350031298683,-150.10695247074798,-149.9885956255108,-150.0088416841895,-150.02514823858252,-149.9885956255108,-150.0088416841895,-150.02514823858252,-150.03100115357117,-150.03544089848162,-150.06119573793572,-150.03896129,-150.068637297,-150.069476746,-150.06783355428112,-150.0928621471004,-150.0956693722354,-150.041281689,-150.074044041,-150.071800951,-150.06861221323936,-150.09518275176526,-150.0964902891195,-149.556630220326,-150.078439614105,-150.078425919498,-150.265664776305,-149.710990267809,-149.710610954052,-150.066935799497,-150.067292792168,-150.034217336621,-150.026285617465,-150.030727728762,-150.052216883283,-150.07682448,-150.07649988,-150.07374057,-150.07344299,-150.073938899094,-150.069498665885
-149.51789574773863,-149.61854450088467,-149.57678713643764,-150.05064989265344,-150.00640968978027,-150.07414471447302,-150.00615827183975,-150.02011967395927,-150.03797287957815,-150.07546180975876,-150.0481967200217,-150.09888160152644,-149.97202039496207,-149.9953162437492,-150.00794966807567,-149.97202039496207,-149.9953162437492,-150.00794966807567,-150.01721760947913,-150.0214045816674,-150.04604625626337,-150.026118722,-150.054693431,-150.055212809,-150.05766836500882,-150.07977523914704,-150.08356765288033,-150.028826565,-150.061388208,-150.057961092,-150.05854430540896,-150.08296067024708,-150.08458596250728,-149.53303556757743,-150.071292866466,-150.071283719696,-150.261035427368,-149.701719395876,-149.701376169858,-150.056897833816,,-150.023690671574,-150.015785858319,-150.020108168298,,,,,,,
-149.49321768656608,-149.61025892950644,-149.5522294307465,-150.04411571872012,-149.9861023240678,-150.06536037854954,-149.98747517097715,-150.00363662507195,-150.0189484569036,-150.0690188190613,-150.0300653279899,-150.09014737365342,-149.9539088238323,-149.9798104034913,-149.98919019697712,-149.9539088238323,-149.9798104034913,-149.98919019697712,-150.002036111578,-150.0050392582367,-150.02939042080123,-150.011902576,-150.03968434,-150.039445449,-150.04631313937855,-150.0650491815514,-150.07007530343745,-150.015003509,-150.047230965,-150.042642351,-150.04724888401768,-150.06975714193254,-150.07129201520408,-149.50798708775952,-150.063245463836,-150.063237767445,-150.255322350803,-149.691403210293,-149.691096116364,-150.045724600986,-150.045958105902,-150.011917248843,-150.004016307397,-150.008227767617,-150.030611592726,-150.05547585,-150.05510114,-150.05237745,-150.05203341,-150.052551866945,-150.048057256921
-149.46775603110996,-149.6045509524459,-149.5268427568879,-150.0376770229345,-149.96397199466514,-150.05655123860248,-149.9671572909021,-149.98548730117508,-149.99845437774437,-150.06279543345448,-150.0097668961606,-150.08144383222145,-149.93492396279836,-149.96361763239636,-149.96953791241387,-149.93492396279836,-149.96361763239636,-149.96953791241387,-149.98612607353155,-149.987529457224,-150.01188885378627,-149.996976652,-150.024473872,-150.022826285,-150.03443727347056,-150.04946616050992,-150.05583357556415,-150.000461017,-150.031837984,-150.02648626,-150.0353725926556,-150.0555876324511,-150.05723737112123,-149.4821850383441,-150.054916356147,-150.054910166215,-150.24912884107,-149.680731139187,-149.680459865747,-150.034085980821,-150.034292761571,-149.999555534687,-149.991668040817,-149.995751920426,-150.018809455932,-150.04375143,-150.04334452,-150.04065048,-150.04027666,-150.040805821987,-150.036295513055
-149.4420290604729,-149.60179388355925,-149.50114973412536,-150.0318070211198,-149.9458412137534,-150.04820587889574,-149.94554762895245,-149.97014939645203,-149.97686568851012,-150.05732770209707,-149.9917443629701,-150.07329958981165,-149.91555947025228,-149.9503438713327,-149.94948995622048,-149.91555947025228,-149.9503438713327,-149.94948995622048,-149.9699942513744,-149.97285415351885,-149.99403497100735,-149.981845046,-150.009819285,-150.005842227,-150.02255986031955,-150.03376657045868,-150.0413229789944,-149.985684699,-150.016037894,-150.009968635,-150.02340497134472,-150.03997232535227,-150.04288821175527,-149.45614980249883,-150.046753959417,-150.046735934855,-150.242892957839,-149.670223030732,-149.669986712911,-150.022484528024,-150.022677793572,-149.987102220293,-149.979243343952,-149.983189457969,-150.007062582592,-150.03204291,-150.03160028,-150.028943,-150.02853619,-150.029075451448,-150.02455808367
-149.41642205100283,-149.6012763107998,-149.47553962002365,-150.0268512547233,-149.9329868596327,-150.040684787442,-149.92285785680687,-149.9589755159936,-149.9544241833161,-150.05303913556193,-149.97786479639683,-150.0661268647475,-149.8961841455119,-149.94083462728966,-149.92941763756252,-149.8961841455119,-149.94083462728966,-149.92941763756252,-149.95402943094456,-149.9620702883763,-149.97620053690184,-149.966895833,-149.996349416,-149.988861659,-150.0110942269818,-150.01876247236703,-150.0269113590329,-149.971042854,-150.001113169,-149.993445429,-150.01172529866616,-150.023934382059,-150.02859462122305,-149.43026754778373,-150.039083354239,-150.039071330483,-150.23693656964,-149.660267030201,-149.66006409422,-150.011294001612,-150.011481897611,-149.974937583108,-149.967142787534,-149.97093604995,-149.995749711737,-150.02072514,-150.02024568,-150.01763017,-150.01718938,-150.017737839822,-150.013222474757
-149.391219046573,-149.60217989329047,-149.45030023140149,-150.02305951132485,-149.92436291059823,-150.03425216976447,-149.89919964466296,-149.95134773585215,-149.9312698229037,-150.05027583604672,-149.96785318874836,-150.0602560719473,-149.87707233040007,-149.9344254983056,-149.90959727737985,-149.87707233040007,-149.9344254983056,-149.90959727737985,-149.93853335658127,-149.95456094095044,-149.95866731471298,-149.952432124,-149.984489878,-149.972165835,-150.00038065589715,-150.00511320594143,-150.0128869378831,-149.956815425,-149.987998657,-149.977184638,-150.00063095216612,-150.00892209213242,-150.01462401685265,-149.40482222011158,-150.032138514325,-150.032131301132,-150.231497892015,-149.651141382683,-149.650969443657,-150.0007880579,-150.000970957323,-149.963353566208,-149.955687479452,-149.959299910482,-149.985152704294,-150.01007716,-150.0095633,-150.0069912,-150.0065187,-150.007075170637,-150.002570868795
-149.3666257992834,-149.60387781975663,-149.425640980363,-150.0206081954939,-149.91873440912303,-150.0290981746583,-149.8746067979046,-149.94633033037033,-149.90746294584076,-150.04933235452654,-149.9608745169474,-150.05596098729535,-149.85842528617243,-149.93027369916413,-149.8902318860714,-149.85842528617243,-149.93027369916413,-149.8902318860714,-149.92374015472518,-149.94948028422226,-149.94165082414315,-149.938690635,-149.974443619,-149.955971689,-149.990703742328,-149.9931554224413,-149.99948309441385,-149.943214357,-149.977061844,-149.961387288,-149.99035717401037,-149.99579476754522,-150.00118205015173,-149.38001869274447,-150.026084700003,-150.026077757658,-150.226753016945,-149.643026544962,-149.642905531912,-149.991152230197,-149.986778126703,-149.952569673123,-149.945082633501,-149.948517457206,-149.974672213359,-149.99931161,-149.99875793,-149.99625632,-149.99574746,-149.996293087633,-149.991854013415
-149.3427872260567,-149.60594407764555,-149.40171037258753,-150.0196168713608,-149.91513527517156,-150.0253552679592,-149.84905189419115,-149.94312607653663,-149.8830009538144,-150.05047177896597,-149.9561106164661,-150.0534780563303,-149.84038715450015,-149.9276852765968,-149.87146729954625,-149.84038715450015,-149.9276852765968,-149.87146729954625,-149.90983127981718,-149.94611776272404,-149.92531503192663,-149.925856439,-149.966237924,-149.940447514,-149.98230662047797,-149.98299097397978,-149.98689525869355,-149.930397489,-149.96827217,-149.94620464,-149.981089548789,-149.98480114140895,-149.98843139151623,-149.3560004092356,-150.02103478036,-150.021027534612,-150.222830643094,-149.636013444996,-149.635998958202,-149.982481025773,-149.976805786351,-149.942740934893,-149.935523073617,-149.938756869317,-149.965853134075,-149.99025217,-149.98969206,-149.98722238,-149.98670782,-149.987245323705,-149.982855611645
-149.31980127771047,-149.60810717628112,-149.37860987228413,-150.0201612062768,-149.9128816935738,-150.02311101081335,-149.82245953688903,-149.94114209080018,-149.85783159819732,-150.05394207558464,-149.9529061705404,-150.05302195322787,-149.82305758518663,-149.92614786341215,-149.85340488813523,-149.82305758518663,-149.92614786341215,-149.85340488813523,-149.8969454984189,-149.94394162379686,-149.90978780980467,-149.914070624,-149.959768236,-149.925728369,-149.9753942973452,-149.97459963531935,-149.97529997196156,-149.91847864,-149.961410055,-149.931749691,-149.97297115902447,-149.97587287912415,-149.97650267620986,-149.332863413843,-150.01706178613,-150.017054660423,-150.219822778098,-149.630112835777,-149.630245987689,-149.974815790186,,-149.933961711138,-149.9270998696,-149.93012441528,,,,,,,
-149.29773006323057,-149.61020433437037,-149.35640499095717,-150.02228336694583,-149.9115071535889,-150.02241832009705,-149.79471714507238,-149.93996096617195,-149.83186380716575,-150.0599896223191,-149.95077611497365,-150.05479839903845,-149.80650195111363,-149.92529973831122,-149.83611179545747,-149.80650195111363,-149.92529973831122,-149.83611179545747,-149.88518388040373,-149.94257095665907,-149.89517283081582,-149.903434234,-149.954837522,-149.91192714,-149.97013075333567,-149.9678864171772,-149.96486878001036,-149.907532863,-149.956188724,-149.918108351,-149.96610414741536,-149.96881571942205,-149.9655073286034,-149.310667612338,-150.014208821778,-150.014201564454,-150.217792949394,-149.625268942263,-149.625586950085,-149.968148216568,-149.961601436063,-149.926268820274,-149.919825803393,-149.922650782547,-149.951925885579,-149.97581184,-149.97527325,-149.97283477,-149.97234048,-149.972859798472,-149.968569661052
-149.27660857037583,-149.61214603374455,-149.33513395872782,-150.02600026304162,-149.9106992424607,-150.02330362516105,-149.76568359374377,-149.939297462081,-149.80497638157055,-150.0688703354068,-149.94937556676012,-150.05901468661372,-149.7907594672139,-149.92489215880408,-149.81962905473364,-149.7907594672139,-149.92489215880408,-149.81962905473364,-149.8746131485991,-149.94173920612425,-149.8815568648261,-149.894011813,-149.951193003,-149.899144524,-149.96663637371543,-149.96268224485675,-149.95578163054543,-149.897603869,-149.952310176,-149.905347088,-149.96055411469635,-149.96338318791865,-149.95554525004673,-149.28944560688663,-150.01249679427,-150.012489483049,-150.216782643405,-149.621377854765,-149.621906715329,-149.962427470848,-149.955808872149,-149.919646861458,-149.913678544931,-149.916304726347,-149.946644518089,-149.97026109,-149.96975062,-149.96731103,-149.96684282,-149.967352752024,-149.963111890212
-149.2564512652596,-149.61389045542228,-149.3148142766608,-150.03130985016946,-149.9102511886065,-150.0257731424308,-149.7351959190824,-149.93896044663182,-149.77702477652826,-150.0808586768318,-149.9484649490017,-150.0658882242735,-149.77584940802566,-149.92475739009532,-149.8039777983776,-149.77584940802566,-149.92475739009532,-149.8039777983776,-149.86526636340204,-149.94126252808525,-149.8690231549546,-149.885827168,-149.948568837,-149.887476484,-149.96497048340984,-149.958762116454,-149.94823894282848,-149.888704994,-149.949490956,-149.893518552,-149.95634599965604,-149.959302513796,-149.94671059234278,-149.26920939096183,-150.011930205054,-150.011922309304,-150.216816300474,-149.618308280925,-149.619057797371,-149.957580195118,-149.95102443466,-149.914037138843,-149.908568400945,-149.911010581574,-149.942337786175,-149.96568892,-149.96521693,-149.9627652,-149.96233253,-149.962833300677,-149.958638943523
-149.23725697564447,-149.61542555703167,-149.29544756535148,-150.03819577391408,-149.91002757850757,-150.02981754728103,-149.70307444261596,-149.93882393299248,-149.74784631246135,-150.09625488475282,-149.94788043208325,-150.0756534493939,-149.7617757281222,-149.92478440643066,-149.78916387522332,-149.7617757281222,-149.92478440643066,-149.78916387522332,-149.85713862519623,-149.94101570081548,-149.85765096421883,-149.878864991,-149.946719398,-149.877016835,-149.96512552721515,-149.95587854007505,-149.9424639301264,-149.880821841,-149.947480054,-149.882664486,-149.9534630682918,-149.95630156186084,-149.9390936698121,-149.24995531191595,-150.012501300982,-150.012493794483,-150.217905082294,-149.615920831366,-149.616885037644,-149.953516887646,-149.947100934172,-149.909349675328,-149.904379159232,-149.90665766433,-149.938868613198,-149.96196704,-149.96154109,-149.9590682,-149.95867796,-149.959170036831,-149.955018132523
-149.21901254489603,-149.61675677618587,-149.27702320055775,-150.0466307410171,-149.90994036876373,-150.03541541871468,-149.66912679102987,-149.93880589264927,-149.7172642761957,-150.11539079012294,-149.94751094413576,-150.08856748014935,-149.74853049919287,-149.9249008979687,-149.77518129158423,-149.74853049919287,-149.9249008979687,-149.77518129158423,-149.85019038516853,-149.9409139244866,-149.847518860772,-149.8730678,-149.945438229,-149.867854647,-149.9670136747196,-149.95379581903708,-149.93869448756172,-149.87391563,-149.946068073,-149.872818483,-149.95184865164515,-149.9541316281038,-149.9327827191466,-149.23166778992447,-150.01419297422,-150.014182869196,-150.220049638174,-149.614082673636,-149.615244310309,-149.950139958255,-149.943898067995,-149.90547635954,-149.900984579572,-149.903118148107,-149.936097398907,-149.95896228,-149.95858593,-149.95608632,-149.9557417,-149.956226242419,-149.95211207098
-149.20169569415634,-149.6178988435657,-149.25952117225648,-150.05657902168866,-149.90993271428505,-150.0425358458068,-149.63315126418195,-149.93885354312664,-149.68509135263852,-150.13863450736716,-149.94728159048893,-150.1049147960283,-149.73609657057293,-149.9250605823831,-149.76201488127225,-149.73609657057293,-149.9250605823831,-149.76201488127225,-149.8443477266084,-149.94090037074935,-149.83869804577435,-149.868343724,-149.944562813,-149.860065915,-149.9704759606936,-149.95231092586718,-149.93715980631134,-149.867926824,-149.945088952,-149.864003393,-149.95140939492353,-149.9525818533436,-149.92785621383655,-149.21432223173449,-150.01698082097,-150.016973386294,-150.223242113295,-149.612676349312,-149.614012366579,-149.947351986839,-149.941288098245,-149.902302962147,-149.898256408774,-149.900262244174,-149.933893910396,-149.95654832,-149.95622154,-149.95369291,-149.95339384,-149.953872073598,-149.949790893111
-149.18527738899314,-149.61887058053713,-149.24291445922904,-150.06799843341207,-149.9099681097193,-150.05114051330082,-149.5949398479829,-149.93893327810017,-149.65113268764142,-150.16639419454182,-149.94714195877648,-150.12501111510196,-149.724449760843,-149.92523438051492,-149.7496425023371,-149.724449760843,-149.92523438051492,-149.7496425023371,-149.8395079365906,-149.94093697182996,-149.83123925118343,-149.864573651,-149.943970944,-149.85368875,-149.97529349085423,-149.9512608518573,-149.93802032273965,-149.862780012,-149.944416205,-149.856228585,-149.95202205875603,-149.95148368255667,-149.9243739349675,-149.19788743584132,-150.020834701852,-150.020809140359,-150.227467629645,-149.611603410827,-149.613089381861,-149.945060140654,-149.939162086963,-149.899718451352,-149.896100229568,-149.897968309061,-149.932144682342,-149.95461372,-149.95433402,-149.95177639,-149.95152051,-149.951993002492,-149.947940238063
-149.16972385179244,-149.619691805431,-149.22717105604153,-150.08084192022952,-149.91002328888175,-150.0611854682232,-149.5542810229472,-149.93902400132208,-149.6151887044194,-150.19912080383247,-149.94705815645318,-150.14920652921893,-149.71356070007573,-149.92540449433267,-149.73803691822363,-149.71356070007573,-149.92540449433267,-149.73803691822363,-149.83555249818707,-149.94099857504813,-149.8251460430982,-149.861625184,-149.943573529,-149.848698759,-149.9812127422535,-149.9505207591633,-149.94129708103895,-149.858387671,-149.943956376,-149.849486075,-149.95353961081994,-149.95070805934327,-149.92236379312965,-149.1823276311068,-150.025720032286,-150.025710162261,-150.232705427942,-149.610784465038,-149.612397294333,-149.943181625073,-149.937429956698,-149.897621082945,-149.894422682958,-149.89612971123,-149.930755218942,-149.95306378,-149.95282699,-149.9502421,-149.95002556,-149.950492799215,-149.946464256443
-149.15499825588623,-149.6203816689392,-149.21225568423043,-150.09505908858415,-149.9100836670469,-150.07262267106353,-149.51096224373802,-149.93911281404112,-149.5770576548893,-150.23731025667004,-149.94700750571027,-150.17788792280425,-149.70339647961325,-149.92556053230254,-149.72716741500295,-149.70339647961325,-149.92556053230254,-149.72716741500295,-149.83235454722458,-149.94106876887273,-149.82035500335024,-149.859362165,-149.943307133,-149.844991351,-149.98796705059968,-149.9499984195911,-149.94681672961568,-149.854660852,-149.943642045,-149.843741734,-149.9558101763996,-149.95015944629012,-149.9218009740871,-149.16760418551792,-150.031598921425,-150.031580081217,-150.238929805807,-149.610157244279,-149.611876452473,-149.941642475229,-149.936016492741,-149.895921574279,-149.892969631509,-149.894655360407,-149.929648526849,-149.95181911,-149.95162014,-149.94901088,-149.94882899,-149.949292310098,-149.945284323437
-149.14106209644456,-149.62095788044468,-149.19813118084286,-150.11059738876085,-149.91014036960422,-150.08540136083872,-149.4647721388703,-149.93919218715817,-149.5365378280864,-150.28150457956275,-149.94697496483118,-150.21148070630835,-149.69392197417395,-149.92569694652755,-149.71700115223095,-149.69392197417395,-149.92569694652755,-149.71700115223095,-149.82979278234413,-149.9411371574518,-149.81673228216138,-149.857656931,-149.943127253,-149.842392466,-149.9953026640385,-149.94962689554447,-149.95422435767523,-149.85150979,-149.943425401,-149.83893626,-149.9586793880351,-149.94976840281134,-149.92260370297913,-149.15367698222883,-150.038431199531,-150.038423802519,-150.246110936483,-149.609673902577,-149.61148199531,-149.940380115224,-149.934859426384,-149.894544058078,-149.89183934982,-149.893470427504,-149.928763017562,-149.95081669,-149.95065045,-149.94801988,-149.94786795,-149.948327658837,-149.944337005865
-149.1278762419739,-149.6214364472504,-149.18475956660535,-150.1274033089266,-149.91018838981344,-150.09946923970008,-149.41550213588397,-149.93925820410124,-149.49342934334172,-150.3322926886084,-149.94695081455143,-150.25044994323633,-149.6851009397696,-149.92581142671696,-149.70750424263335,-149.6851009397696,-149.92581142671696,-149.70750424263335,-149.82775376345205,-149.941197552486,-149.81409136145703,-149.856395824,-149.943003259,-149.840684201,-150.00299224945036,-149.9493587175297,-149.9630398543244,-149.848852312,-149.943273176,-149.834985925,-149.96200585523104,-149.94948573989203,-149.9246329272228,-149.14050546841352,-150.046175334302,-150.046166956445,-150.254215613684,-149.609298243632,-149.611180593397,-149.939343502557,-149.933909284767,-149.893425518995,-149.890936661784,-149.892514476355,-149.92805054314,-149.95000589,-149.94986755,-149.94721869,-149.94709229,-149.947548640481,-149.943572546827
-149.11540169619835,-149.62183166634847,-149.17210282313107,-150.14542317402575,-149.9102253304458,-150.11477346808638,-149.3629478436279,-149.93930935902486,-149.4475355092254,-150.390310321823,-149.94692904113376,-150.29530096682657,-149.67689684045027,-149.92590379643633,-149.69864257158952,-149.67689684045027,-149.92590379643633,-149.69864257158952,-149.8261401354994,-149.94124677722704,-149.81223087081216,-149.855481942,-149.942914436,-149.839655808,-150.01084277550103,-149.94916066673915,-149.97278152597127,-149.846612613,-149.943162599,-149.831783185,-149.9656603119253,-149.94927686826395,-149.92769002681672,-149.12804940871223,-150.05478922102,-150.054764314215,-150.263207938185,-149.609055842959,-149.610947739884,-149.93858433086,-149.933125723227,-149.892598907861,-149.890316418521,-149.891851912053,-149.927473450542,-149.94934593,-149.94923105,-149.94656685,-149.94646189,-149.946915655211,-149.942951809856
-149.10360012361684,-149.62215621884977,-149.16012343275935,-150.16460396603682,-149.91025055833762,-150.1312614691238,-149.30690982308687,-149.9393457508288,-149.3986637888874,-150.4562399046226,-149.94690622296866,-150.34657958943137,-149.6692734710089,-149.92597526834135,-149.69038239051346,-149.6692734710089,-149.92597526834135,-149.69038239051346,-149.8248692836585,-149.94128363746063,-149.81096070268987,-149.854836207,-149.942847111,-149.839116998,-150.01869888584216,-149.9490099971244,-149.9830058067409,-149.844724792,-149.943078427,-149.829218377,-149.96953251635108,-149.94911798663847,-149.93156609419648,-149.11626939864664,-150.064230835626,-150.064206897533,-150.273049947858,-149.608879975932,-149.610765586089,-149.937961046645,-149.932476563277,-149.891934636305,-149.889791958441,-149.891292670698,-149.927002665127,-149.94880542,-149.9487101,-149.94603316,-149.9459461,-149.946397918646,-149.942444359627
-149.09243420080736,-149.6224212885666,-149.14878474326304,-150.18489385916308,-149.9102645870406,-150.14888154240003,-149.2471941587037,-149.9393684930436,-149.34662646372752,-150.5308099451899,-149.94688071010893,-150.40487197101783,-149.662195397211,-149.9260278962985,-149.6826907282468,-149.662195397211,-149.9260278962985,-149.6826907282468,-149.8238739113043,-149.94130832960985,-149.8101255975484,-149.854394557,-149.942792511,-149.838919553,-150.02643857061267,-149.94889120930287,-149.9933682621295,-149.843132535,-149.943010684,-149.827182563,-149.9735311357933,-149.94899289769796,-149.93604775571615,-149.1051272015318,-150.074458741688,-150.074447150826,-150.283702181508,-149.608728652245,-149.610621241351,-149.937426604484,-149.93193598638,-149.891374327529,-149.889353910729,-149.890820060645,-149.926615731888,-149.94836032,-149.94828146,-149.94559378,-149.94552175,-149.945971463791,-149.942026577134
-149.08186785062563,-149.62263667479175,-149.13805121488747,-150.20624259556047,-149.91026863928846,-150.16758290253213,-149.1836128467504,-149.9393793003854,-149.29124193162835,-150.61479414713037,-149.94685203909864,-150.47080479963023,-149.65562826573367,-149.9260641906859,-149.6755356430978,-149.65562826573367,-149.9260641906859,-149.6755356430978,-149.82310039966023,-149.94132192301595,-149.80960196732525,-149.854107053,-149.94274524,-149.838949726,-150.03397118934151,-149.9487940316072,-150.00360706075531,-149.841788554,-149.942953148,-149.825575002,-149.97758284359725,-149.94889092701595,-149.94093738731695,-149.09458596730678,-150.085432448744,-150.085425030938,-150.295124166543,-149.60859756343,-149.610505459873,-149.936968917862,-149.931484147706,-149.890900856253,-149.888991864855,-149.890419470938,-149.926295642487,-149.9479914,-149.94792602,-149.94522966,-149.94516996,-149.945618054623,-149.941680471463
